id,acquiree_name,patent_id,patent_priority_year,inventor_id,inventor_name1,inventor_add_city,inventor_add_state,inventor_add_country,inventor_add_lat,inventor_add_lon,TEMP,acquiree_country_code,acquiree_state,acquiree_region,acquiree_city
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,6893871,2003,5102868-2,"Mather, Jennie P.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,6893871,2003,5714385-2,"Li, Ronghao",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,6893871,2003,6893871-2,"Bald, Laura",Los Altos,CA,US,37.3853,-122.1131,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,6927061,2003,5102868-2,"Mather, Jennie P.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,6927061,2003,5714385-2,"Li, Ronghao",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,6927061,2003,6893871-2,"Bald, Laura",Los Altos,CA,US,37.3853,-122.1131,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,6987024,2000,5102868-2,"Mather, Jennie P.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,6987024,2000,5714385-2,"Li, Ronghao",La Jolla,CA,US,32.8472,-117.2733,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,6987024,2000,6893871-2,"Bald, Laura",Los Altos,CA,US,37.3853,-122.1131,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7078231,2002,5102868-2,"Mather, Jennie P.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7078231,2002,5364785-2,"Roberts, Penelope E.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7125713,2002,5102868-2,"Mather, Jennie P.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7125713,2002,5714385-2,"Li, Ronghao",La Jolla,CA,US,32.8472,-117.2733,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7148038,2002,5102868-2,"Mather, Jennie P.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7405061,2003,5102868-2,"Mather, Jennie P.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7405061,2003,5714385-2,"Li, Ronghao",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7405061,2003,7405061-3,"Liang, Tony W.",San Mateo,CA,US,37.5631,-122.3244,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7462487,2004,5122469-2,"Tsao, Mary C.",Burlingame,CA,US,37.5842,-122.365,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7527969,2003,5102868-2,"Mather, Jennie P.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7527969,2003,5364785-2,"Roberts, Penelope E.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7527969,2003,5714385-2,"Li, Ronghao",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7527969,2003,7527969-3,"Pan, Zhuangyu",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7569672,2006,5102868-2,"Mather, Jennie P.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7569672,2006,5364785-2,"Roberts, Penelope E.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7572895,2005,5102868-2,"Mather, Jennie P.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7572895,2005,5364785-2,"Roberts, Penelope E.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7572895,2005,5714385-2,"Li, Ronghao",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7572896,2006,5102868-2,"Mather, Jennie P.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7572896,2006,5364785-2,"Roberts, Penelope E.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7687242,2006,5102868-2,"Mather, Jennie P.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7687242,2006,7674619-2,"Loo, Deryk T.",Belmont,CA,US,37.5203,-122.2747,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7718774,2007,5102868-2,"Mather, Jennie P.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7718774,2007,7405061-3,"Liang, Tony W.",San Mateo,CA,US,37.5631,-122.3244,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7744878,2006,5102868-2,"Mather, Jennie P.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7790855,2004,7405061-3,"Liang, Tony W.",San Mateo,CA,US,37.5631,-122.3244,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7790855,2004,7674619-2,"Loo, Deryk T.",Belmont,CA,US,37.5203,-122.2747,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7790855,2004,7790855-3,"Xu, Xiaolin",Pleasanton,CA,US,37.6625,-121.8736,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7846726,2003,5714385-2,"Li, Ronghao",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7846726,2003,7527969-3,"Pan, Zhuangyu",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7847070,2006,5102868-2,"Mather, Jennie P.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,7847070,2006,5364785-2,"Roberts, Penelope E.",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002e7723-ca64-a785-590c-198524743de5,raven biotechnologies,8137668,2006,5714385-2,"Li, Ronghao",Millbrae,CA,US,37.5986,-122.3861,1,USA,CA,SF Bay Area,South San Francisco
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7316507,2005,5902197-1,"Davis, Mark",O'Fallon,MO,US,38.8106,-90.6997,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7316507,2005,7282044-2,"Sisk, Ricky A.",Washington,MO,US,38.5581,-91.0119,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7316507,2005,7316507-2,"Gierer, Joseph T.",Glen Carbon,IL,US,38.7483,-89.9831,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7354194,2005,4898593-1,"Swisher, David",St. Charles,MO,US,41.9142,-88.3087,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7354194,2005,6045536-1,"Meier, Kevin C.",Affton,MO,US,38.5506,-90.3331,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7354194,2005,7172616-1,"Schuessler, Wayne",St. Louis,MO,US,38.627,-90.1994,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7354194,2005,7354194-1,"Walker, Clarence",St. Louis,MO,US,38.627,-90.1994,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7361159,2002,3993067-2,"Weilbacher, Eugene E.",Chesterfield,MO,US,38.6631,-90.5769,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7361159,2002,6053905-3,"Burnes, Lee C.",Wilbraham,MA,US,42.1236,-72.4319,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7361159,2002,6206858-5,"Fiser, Richard L.",Kirkwood,MO,US,38.5833,-90.4067,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7361159,2002,7037292-1,"Carlyon, James L.",Leadwood,MO,US,37.8672,-90.5931,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7364049,2004,6712207-1,"Panek, Jr., Robert Joseph",Huntley,IL,US,42.1681,-88.4281,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7402620,2006,6645483-1,"Mcghee, Diane L.",Hazelwood,MO,US,38.7714,-90.3708,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7434991,2006,5756985-2,"Harr, Jr., James M.",Foristell,MO,US,38.815,-90.9558,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7434991,2006,7354194-1,"Walker, Clarence",St. Louis,MO,US,38.627,-90.1994,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7435249,2001,5776130-1,"Buysse, Steven",Longmont,CO,US,40.1672,-105.1014,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7435249,2001,6091978-1,"Johnson, Kristin D.",Louisville,CO,US,39.9778,-105.1314,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7435249,2001,6277117-1,"Tetzlaff, Philip M.",Superior,CO,US,39.9528,-105.1681,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7435249,2001,7083618-4,"Moses, Michael C.",Boulder,CO,US,40.015,-105.27,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7435249,2001,7090673-10,"Schechter, David A.",Longmont,CO,US,40.1672,-105.1014,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7435249,2001,7160298-8,"Mihaichuk, Carolyn H.",Erie,CO,US,40.0503,-105.0494,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7442193,2003,7090673-2,"Shields, Chelsea",Boulder,CO,US,40.015,-105.27,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7442193,2003,7137980-8,"Meagher, Edward C.",Greenlawn,NY,US,40.8689,-73.3656,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7442194,2007,7090673-1,"Dycus, Sean T.",Denver,CO,US,39.7392,-104.9842,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7442194,2007,7101371-2,"Peterson, Darion",Boulder,CO,US,40.015,-105.27,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7442194,2007,7195631-1,"Dumbauld, Patrick L.",Lyons,CO,US,40.2247,-105.2708,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7442194,2007,7232440-2,"Garrison, David M.",Longmont,CO,US,40.1672,-105.1014,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7442194,2007,7232440-3,"Guerra, Paul B.",Boulder,CO,US,40.015,-105.27,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7443175,2006,4680599-2,"Orszulak, James H.",Nederland,CO,US,39.9614,-105.5103,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7443175,2006,7137980-5,"Podhajsky, Ronald J.",Boulder,CO,US,40.015,-105.27,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7445621,2007,7090673-1,"Dycus, Sean T.",Denver,CO,US,39.7392,-104.9842,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7445621,2007,7101371-2,"Peterson, Darion",Boulder,CO,US,40.015,-105.27,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7445621,2007,7195631-1,"Dumbauld, Patrick L.",Lyons,CO,US,40.2247,-105.2708,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7445621,2007,7232440-2,"Garrison, David M.",Longmont,CO,US,40.1672,-105.1014,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7445621,2007,7232440-3,"Guerra, Paul B.",Boulder,CO,US,40.015,-105.27,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7447566,2006,7092797-2,"Hudson, Joseph A.",O'Fallon,MO,US,38.8106,-90.6997,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7447566,2006,7447566-1,"Knauper, Christopher A.",O'Fallon,MO,US,38.8106,-90.6997,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7458972,2007,7033354-1,"Keppel, David S.",Longmont,CO,US,40.1672,-105.1014,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7462170,2004,5756985-2,"Harr, Jr., James M.",Foristell,MO,US,38.815,-90.9558,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7462170,2004,6045536-1,"Meier, Kevin C.",Affton,MO,US,38.5506,-90.3331,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7462170,2004,6045536-3,"Fournie, Glenn G.",Smithton,IL,US,38.4086,-89.9919,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7462170,2004,7282044-2,"Sisk, Ricky A.",Washington,MO,US,38.5581,-91.0119,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7462170,2004,7462170-5,"Trelford, Paul",St. Louis,MO,US,38.627,-90.1994,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7467075,2005,7090673-10,"Schechter, David A.",Longmont,CO,US,40.1672,-105.1014,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7467075,2005,7467075-1,"Humphries, Stanley",Albuquerque,NM,US,35.0844,-106.6506,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7467075,2005,7467075-2,"Rick, Kyle R.",Boulder,CO,US,40.015,-105.27,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7467075,2005,7467075-4,"Goldberg, Nahum",Boston,MA,US,42.3583,-71.0603,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7473145,2007,6102497-1,"Ehr, Chris J.",Longmont,CO,US,40.1672,-105.1014,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7473145,2007,6402748-1,"Schoenman, Arthur L.",Longmont,CO,US,40.1672,-105.1014,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7473253,2001,5776130-1,"Buysse, Steven",Longmont,CO,US,40.1672,-105.1014,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7473253,2001,7090673-1,"Dycus, Sean T.",Superior,CO,US,39.9528,-105.1681,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7478946,2006,5149032-2,"Babkes, Mitchell H.",Saugus,CA,US,34.4114,-118.5392,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7478946,2006,5756985-2,"Harr, Jr., James M.",Foristell,MO,US,38.815,-90.9558,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7478946,2006,7354194-1,"Walker, Clarence",St. Louis,MO,US,38.627,-90.1994,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7480533,2005,4206761-1,"Cosman, Jr., Eric R.",Belmont,MA,US,42.3958,-71.1792,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7480533,2005,5983141-2,"Rittman, Iii, William J.",Lynnfield,MA,US,42.5389,-71.0486,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7481810,2007,7090673-1,"Dycus, Sean T.",Denver,CO,US,39.7392,-104.9842,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7481810,2007,7101371-2,"Peterson, Darion",Boulder,CO,US,40.015,-105.27,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7481810,2007,7195631-1,"Dumbauld, Patrick L.",Lyons,CO,US,40.2247,-105.2708,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7481810,2007,7232440-2,"Garrison, David M.",Longmont,CO,US,40.1672,-105.1014,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7481810,2007,7232440-3,"Guerra, Paul B.",Boulder,CO,US,40.015,-105.27,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7491201,2004,7090673-2,"Shields, Chelsea",Boulder,CO,US,40.015,-105.27,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7491201,2004,7137980-8,"Meagher, Edward C.",Greenlawn,NY,US,40.8689,-73.3656,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7491202,2005,7491202-2,"Hammill, Curt D.",Erie,CO,US,40.0503,-105.0494,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7494274,2007,4001654-1,"Davis, Mark A.",O'Fallon,MO,US,38.8106,-90.6997,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7494274,2007,7282044-2,"Sisk, Ricky A.",Washington,MO,US,38.5581,-91.0119,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7494274,2007,7316507-2,"Gierer, Joseph T.",Glen Carbon,IL,US,38.7483,-89.9831,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7500974,2005,6402748-2,"Sartor, Joe",Longmont,CO,US,40.1672,-105.1014,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7500975,2005,6117134-1,"Cunningham, James S.",Boulder,CO,US,40.015,-105.27,1,IRL,,Dublin,Dublin
002f8715-7e27-c7f5-7190-8d2968cf7dc5,covidien,7500975,2005,6117134-3,"Harvilla, Dennis J.",Lafayette,CO,US,39.9936,-105.0892,1,IRL,,Dublin,Dublin
