company_name	id	number_of_inventors	number_of_local_inventors	number_of_remote_inventors	number_of_clusters (local+remote)	radius_local	radius_remote	local_cluster	nonlocal_cluster	remote_cluster
merck animal health	8188234	38	34	4	3	70	70	{'number_of_inventors_in_cluster': 34, 'locations': '(40.31 -75.1303); (40.3219 -75.3283); (40.1544 -75.2219); (40.3219 -75.3283); (40.1522 -75.2667); (40.6408 -74.3839); (40.2414 -75.2842); (40.1022 -75.1525); (40.1522 -75.2667); (40.2414 -75.2842); (40.6408 -74.8817); (40.2414 -75.2842); (40.5186 -74.4125); (40.6589 -74.3478); (40.4667 -74.6611); (40.5431 -74.3636); (40.1856 -75.4519); (40.31 -75.1303); (40.3219 -75.3283); (40.1544 -75.2219); (40.3219 -75.3283); (40.1522 -75.2667); (40.6408 -74.3839); (40.2414 -75.2842); (40.1022 -75.1525); (40.1522 -75.2667); (40.2414 -75.2842); (40.6408 -74.8817); (40.2414 -75.2842); (40.5186 -74.4125); (40.6589 -74.3478); (40.4667 -74.6611); (40.5431 -74.3636); (40.1856 -75.4519)', 'center_lat': 40.6408, 'center_lng': -74.8817, 'state': 'NJ', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 2, 'locations': '(41.6667 12.5); (41.6667 12.5)', 'center_lat': 41.6667, 'center_lng': 12.5, 'state': '', 'country': 'IT', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 6970.2236806309775}, {'number_of_inventors_in_cluster': 2, 'locations': '(37.3394 -121.8939); (37.3394 -121.8939)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 4031.322141340308}]
merck animal health	8697070	38	30	8	5	70	70	{'number_of_inventors_in_cluster': 30, 'locations': '(40.31 -75.1303); (40.3219 -75.3283); (40.3219 -75.3283); (40.2414 -75.2842); (40.1522 -75.2667); (40.6408 -74.3839); (40.2414 -75.2842); (40.6408 -74.8817); (40.2414 -75.2842); (40.5186 -74.4125); (40.6589 -74.3478); (40.4667 -74.6611); (40.5431 -74.3636); (40.1856 -75.4519); (40.1022 -75.1525); (40.31 -75.1303); (40.3219 -75.3283); (40.3219 -75.3283); (40.2414 -75.2842); (40.1522 -75.2667); (40.6408 -74.3839); (40.2414 -75.2842); (40.6408 -74.8817); (40.2414 -75.2842); (40.5186 -74.4125); (40.6589 -74.3478); (40.4667 -74.6611); (40.5431 -74.3636); (40.1856 -75.4519); (40.1022 -75.1525)', 'center_lat': 40.6408, 'center_lng': -74.8817, 'state': 'NJ', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 2, 'locations': '(41.6667 12.5); (41.6667 12.5)', 'center_lat': 41.6667, 'center_lng': 12.5, 'state': '', 'country': 'IT', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 6970.2236806309775}, {'number_of_inventors_in_cluster': 2, 'locations': '(40.1703 -77.6775); (40.1703 -77.6775)', 'center_lat': 40.1703, 'center_lng': -77.6775, 'state': 'PA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 242.42708588203567}, {'number_of_inventors_in_cluster': 2, 'locations': '(37.3394 -121.8939); (37.3394 -121.8939)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 4031.322141340308}, {'number_of_inventors_in_cluster': 2, 'locations': '(38.0292 -78.4769); (38.0292 -78.4769)', 'center_lat': 38.0292, 'center_lng': -78.4769, 'state': 'VA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 424.1149332798676}]
merck animal health	8802827	24	12	12	5	70	70	{'number_of_inventors_in_cluster': 12, 'locations': '(40.1522 -75.2667); (40.0958 -75.1256); (40.2414 -75.2842); (40.2414 -75.2842); (40.2414 -75.2842); (40.2794 -75.3875); (40.1522 -75.2667); (40.0958 -75.1256); (40.2414 -75.2842); (40.2414 -75.2842); (40.2414 -75.2842); (40.2794 -75.3875)', 'center_lat': 40.1522, 'center_lng': -75.2667, 'state': 'PA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 6, 'locations': '(40.6408 -74.3839); (40.6589 -74.3478); (40.6589 -74.3478); (40.6408 -74.3839); (40.6589 -74.3478); (40.6589 -74.3478)', 'center_lat': 40.6408, 'center_lng': -74.3839, 'state': 'NJ', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 92.41449072841283}, {'number_of_inventors_in_cluster': 2, 'locations': '(42.375 -71.1061); (42.375 -71.1061)', 'center_lat': 42.375, 'center_lng': -71.1061, 'state': 'MA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 426.55792435384154}, {'number_of_inventors_in_cluster': 2, 'locations': '(37.3394 -121.8939); (37.3394 -121.8939)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 4009.3529564388177}, {'number_of_inventors_in_cluster': 2, 'locations': '(39.1731 -77.2719); (39.1731 -77.2719)', 'center_lat': 39.1731, 'center_lng': -77.2719, 'state': 'MD', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 203.25167349536304}]
merck animal health	8877900	36	28	8	5	70	70	{'number_of_inventors_in_cluster': 28, 'locations': '(40.31 -75.1303); (40.2414 -75.2842); (40.1522 -75.2667); (40.6408 -74.3839); (40.0958 -75.1256); (40.2414 -75.2842); (40.2414 -75.2842); (40.6589 -74.3478); (40.6589 -74.3478); (40.2794 -75.3875); (40.4775 -74.6272); (40.4775 -74.6272); (40.31 -75.1303); (40.2414 -75.2842); (40.31 -75.1303); (40.2414 -75.2842); (40.1522 -75.2667); (40.6408 -74.3839); (40.0958 -75.1256); (40.2414 -75.2842); (40.2414 -75.2842); (40.6589 -74.3478); (40.6589 -74.3478); (40.2794 -75.3875); (40.4775 -74.6272); (40.4775 -74.6272); (40.31 -75.1303); (40.2414 -75.2842)', 'center_lat': 40.4775, 'center_lng': -74.6272, 'state': 'NJ', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 2, 'locations': '(40.1594 -75.4086); (40.1594 -75.4086)', 'center_lat': 40.1594, 'center_lng': -75.4086, 'state': 'PA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 75.09928589257659}, {'number_of_inventors_in_cluster': 2, 'locations': '(39.1731 -77.2719); (39.1731 -77.2719)', 'center_lat': 39.1731, 'center_lng': -77.2719, 'state': 'MD', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 268.39481669460054}, {'number_of_inventors_in_cluster': 2, 'locations': '(37.3394 -121.8939); (37.3394 -121.8939)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 4055.797237679516}, {'number_of_inventors_in_cluster': 2, 'locations': '(42.375 -71.1061); (42.375 -71.1061)', 'center_lat': 42.375, 'center_lng': -71.1061, 'state': 'MA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 361.47428501200426}]
merck animal health	8957194	38	32	6	4	70	70	{'number_of_inventors_in_cluster': 32, 'locations': '(40.31 -75.1303); (40.3219 -75.3283); (40.3219 -75.3283); (40.2414 -75.2842); (40.1522 -75.2667); (40.6408 -74.3839); (40.31 -75.1303); (40.2414 -75.2842); (40.6408 -74.8817); (40.2414 -75.2842); (40.5186 -74.4125); (40.6589 -74.3478); (40.4667 -74.6611); (40.5431 -74.3636); (40.1856 -75.4519); (40.1022 -75.1525); (40.31 -75.1303); (40.3219 -75.3283); (40.3219 -75.3283); (40.2414 -75.2842); (40.1522 -75.2667); (40.6408 -74.3839); (40.31 -75.1303); (40.2414 -75.2842); (40.6408 -74.8817); (40.2414 -75.2842); (40.5186 -74.4125); (40.6589 -74.3478); (40.4667 -74.6611); (40.5431 -74.3636); (40.1856 -75.4519); (40.1022 -75.1525)', 'center_lat': 40.6408, 'center_lng': -74.8817, 'state': 'NJ', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 2, 'locations': '(38.0292 -78.4769); (38.0292 -78.4769)', 'center_lat': 38.0292, 'center_lng': -78.4769, 'state': 'VA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 424.1149332798676}, {'number_of_inventors_in_cluster': 2, 'locations': '(37.3394 -121.8939); (37.3394 -121.8939)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 4031.322141340308}, {'number_of_inventors_in_cluster': 2, 'locations': '(40.1703 -77.6775); (40.1703 -77.6775)', 'center_lat': 40.1703, 'center_lng': -77.6775, 'state': 'PA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 242.42708588203567}]
merck & co., inc.	8362068	12	8	4	5	70	70	{'number_of_inventors_in_cluster': 8, 'locations': '(43.6315 3.8606); (43.6474 3.6969); (43.5807 3.5619); (43.658 3.9126); (43.648 3.7986); (43.6921 3.8044); (43.6315 3.8606); (43.5753 3.8262)', 'center_lat': 43.6315, 'center_lng': 3.8606, 'state': 'N/A', 'country': 'FR', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(44.0548 4.6999)', 'center_lat': 44.0548, 'center_lng': 4.6999, 'state': '', 'country': 'FR', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 82.13420389829372}, {'number_of_inventors_in_cluster': 1, 'locations': '(42.6924 3.0316)', 'center_lat': 42.6924, 'center_lng': 3.0316, 'state': '', 'country': 'FR', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 124.19672545030753}, {'number_of_inventors_in_cluster': 1, 'locations': '(50.6833 4.3)', 'center_lat': 50.6833, 'center_lng': 4.3, 'state': '', 'country': 'BE', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 784.8239211611095}, {'number_of_inventors_in_cluster': 1, 'locations': '(45.8231 4.8675)', 'center_lat': 45.8231, 'center_lng': 4.8675, 'state': '', 'country': 'FR', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 256.34246428023965}]
merck & co., inc.	8377962	7	5	2	3	70	70	{'number_of_inventors_in_cluster': 5, 'locations': '(43.6315 3.8606); (43.658 3.9126); (43.648 3.7986); (43.6474 3.6969); (43.6315 3.8606)', 'center_lat': 43.6315, 'center_lng': 3.8606, 'state': 'N/A', 'country': 'FR', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(45.8231 4.8675)', 'center_lat': 45.8231, 'center_lng': 4.8675, 'state': '', 'country': 'FR', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 256.34246428023965}, {'number_of_inventors_in_cluster': 1, 'locations': '(50.6833 4.3)', 'center_lat': 50.6833, 'center_lng': 4.3, 'state': '', 'country': 'BE', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 784.8239211611095}]
merck & co., inc.	8993595	7	5	2	3	70	70	{'number_of_inventors_in_cluster': 5, 'locations': '(43.6315 3.8606); (43.658 3.9126); (43.648 3.7986); (43.6474 3.6969); (43.6315 3.8606)', 'center_lat': 43.6315, 'center_lng': 3.8606, 'state': 'N/A', 'country': 'FR', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(45.8231 4.8675)', 'center_lat': 45.8231, 'center_lng': 4.8675, 'state': '', 'country': 'FR', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 256.34246428023965}, {'number_of_inventors_in_cluster': 1, 'locations': '(50.6833 4.3)', 'center_lat': 50.6833, 'center_lng': 4.3, 'state': '', 'country': 'BE', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 784.8239211611095}]
merck & co., inc.	9187496	12	8	4	5	70	70	{'number_of_inventors_in_cluster': 8, 'locations': '(43.6315 3.8606); (43.6474 3.6969); (43.5807 3.5619); (43.658 3.9126); (43.648 3.7986); (43.6921 3.8044); (43.6315 3.8606); (43.5753 3.8262)', 'center_lat': 43.6315, 'center_lng': 3.8606, 'state': 'N/A', 'country': 'FR', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(44.0548 4.6999)', 'center_lat': 44.0548, 'center_lng': 4.6999, 'state': '', 'country': 'FR', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 82.13420389829372}, {'number_of_inventors_in_cluster': 1, 'locations': '(42.6924 3.0316)', 'center_lat': 42.6924, 'center_lng': 3.0316, 'state': '', 'country': 'FR', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 124.19672545030753}, {'number_of_inventors_in_cluster': 1, 'locations': '(50.6833 4.3)', 'center_lat': 50.6833, 'center_lng': 4.3, 'state': '', 'country': 'BE', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 784.8239211611095}, {'number_of_inventors_in_cluster': 1, 'locations': '(45.8231 4.8675)', 'center_lat': 45.8231, 'center_lng': 4.8675, 'state': '', 'country': 'FR', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 256.34246428023965}]
merck & co., inc.	9284307	5	3	2	3	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(43.6315 3.8606); (43.658 3.9126); (43.6474 3.6969)', 'center_lat': 43.6315, 'center_lng': 3.8606, 'state': 'N/A', 'country': 'FR', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(45.8231 4.8675)', 'center_lat': 45.8231, 'center_lng': 4.8675, 'state': '', 'country': 'FR', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 256.34246428023965}, {'number_of_inventors_in_cluster': 1, 'locations': '(50.6833 4.3)', 'center_lat': 50.6833, 'center_lng': 4.3, 'state': '', 'country': 'BE', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 784.8239211611095}]
merck & co., inc.	9353100	4	2	2	3	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(43.6315 3.8606); (43.658 3.9126)', 'center_lat': 43.6315, 'center_lng': 3.8606, 'state': 'N/A', 'country': 'FR', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(45.8231 4.8675)', 'center_lat': 45.8231, 'center_lng': 4.8675, 'state': '', 'country': 'FR', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 256.34246428023965}, {'number_of_inventors_in_cluster': 1, 'locations': '(50.6833 4.3)', 'center_lat': 50.6833, 'center_lng': 4.3, 'state': '', 'country': 'BE', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 784.8239211611095}]
nanometrics	7473502	4	1	3	4	70	70	{'number_of_inventors_in_cluster': 1, 'locations': '(24.8047 120.9714)', 'center_lat': 24.8047, 'center_lng': 120.9714, 'state': 'N/A', 'country': 'TW', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(41.7847 -73.9336)', 'center_lat': 41.7847, 'center_lng': -73.9336, 'state': 'NY', 'country': 'US', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 12453.39977140041}, {'number_of_inventors_in_cluster': 1, 'locations': '(42.4472 -71.225)', 'center_lat': 42.4472, 'center_lng': -71.225, 'state': 'MA', 'country': 'US', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 12432.9245616461}, {'number_of_inventors_in_cluster': 1, 'locations': '(53.9218 -1.1021)', 'center_lat': 53.9218, 'center_lng': -1.1021, 'state': '', 'country': 'GB', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 9655.606356051767}]
nanometrics	8330946	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(44.0583 -121.3142); (44.0583 -121.3142)', 'center_lat': 44.0583, 'center_lng': -121.3142, 'state': 'OR', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
itt corporation	6370182	4	2	2	2	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(39.0181 -77.2089); (38.9694 -77.3864)', 'center_lat': 39.0181, 'center_lng': -77.2089, 'state': 'MD', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 2, 'locations': '(38.7344 -78.4131); (38.7344 -78.4131)', 'center_lat': 38.7344, 'center_lng': -78.4131, 'state': 'VA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 108.91000832290973}]
itt corporation	6421372	3	2	1	2	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(39.0181 -77.2089); (38.9694 -77.3864)', 'center_lat': 39.0181, 'center_lng': -77.2089, 'state': 'MD', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(38.7344 -78.4131)', 'center_lat': 38.7344, 'center_lng': -78.4131, 'state': 'VA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 108.91000832290973}]
itt corporation	6448926	5	4	1	2	70	70	{'number_of_inventors_in_cluster': 4, 'locations': '(39.0181 -77.2089); (39.1342 -77.6628); (38.9694 -77.3864); (38.9694 -77.3864)', 'center_lat': 39.0181, 'center_lng': -77.2089, 'state': 'MD', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(26.3583 -80.0833)', 'center_lat': 26.3583, 'center_lng': -80.0833, 'state': 'FL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1432.9447387246491}]
itt corporation	7174179	5	5	0	1	70	70	{'number_of_inventors_in_cluster': 5, 'locations': '(38.8903 -77.0844); (39.1367 -77.715); (38.9686 -77.3414); (38.8903 -77.0844); (38.8903 -77.0844)', 'center_lat': 38.8903, 'center_lng': -77.0844, 'state': 'VA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
itt corporation	7184272	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(39.1342 -77.6628); (38.9694 -77.3864)', 'center_lat': 39.1342, 'center_lng': -77.6628, 'state': 'VA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
itt corporation	7221696	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(39.0181 -77.2089); (38.9694 -77.3864)', 'center_lat': 39.0181, 'center_lng': -77.2089, 'state': 'MD', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
itt corporation	7260141	4	2	2	2	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(39.0181 -77.2089); (38.9694 -77.3864)', 'center_lat': 39.0181, 'center_lng': -77.2089, 'state': 'MD', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 2, 'locations': '(38.7344 -78.4131); (38.7344 -78.4131)', 'center_lat': 38.7344, 'center_lng': -78.4131, 'state': 'VA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 108.91000832290973}]
itt corporation	7728766	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(39.0181 -77.2089); (38.9686 -77.3414)', 'center_lat': 39.0181, 'center_lng': -77.2089, 'state': 'MD', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
itt corporation	7956795	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(38.8903 -77.0844); (38.9686 -77.3414)', 'center_lat': 38.8903, 'center_lng': -77.0844, 'state': 'VA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
itt corporation	8130140	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(39.0181 -77.2089); (38.9686 -77.3414)', 'center_lat': 39.0181, 'center_lng': -77.2089, 'state': 'MD', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
hill-rom	9882610	2	1	1	2	70	70	{'number_of_inventors_in_cluster': 1, 'locations': '(39.3 -85.2222)', 'center_lat': 39.3, 'center_lng': -85.2222, 'state': 'IN', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(45.4872 -122.8025)', 'center_lat': 45.4872, 'center_lng': -122.8025, 'state': 'OR', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 3131.6579369262945}]
abbott	8105768	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(41.8775 -88.0669); (41.885 -87.7844); (42.3703 -87.9019)', 'center_lat': 41.8775, 'center_lng': -88.0669, 'state': 'IL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
abbott	8309302	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(42.1608 -88.0814); (41.8775 -88.0669); (41.8089 -88.0111)', 'center_lat': 42.1608, 'center_lng': -88.0814, 'state': 'IL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
abbott	8785131	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(41.88 -88.0078); (41.885 -87.7844)', 'center_lat': 41.88, 'center_lng': -88.0078, 'state': 'IL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
abbott	8951725	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(41.88 -88.0078); (41.885 -87.7844)', 'center_lat': 41.88, 'center_lng': -88.0078, 'state': 'IL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
abbott	9290814	5	5	0	1	70	70	{'number_of_inventors_in_cluster': 5, 'locations': '(41.8897 -87.9889); (41.85 -87.65); (41.8011 -88.0747); (42.0189 -87.8028); (41.8239 -87.8517)', 'center_lat': 41.8897, 'center_lng': -87.9889, 'state': 'IL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
abbott	9388455	6	5	1	2	70	70	{'number_of_inventors_in_cluster': 5, 'locations': '(42.6881 -88.0514); (42.2831 -87.9531); (42.0858 -87.7175); (42.2789 -87.8342); (42.19 -87.9083)', 'center_lat': 42.2831, 'center_lng': -87.9531, 'state': 'IL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(32.3908 -110.9658)', 'center_lat': 32.3908, 'center_lng': -110.9658, 'state': 'AZ', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 2302.241907675962}]
abbott	9410207	3	2	1	2	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(41.85 -87.65); (41.8994 -87.9403)', 'center_lat': 41.85, 'center_lng': -87.65, 'state': 'IL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(33.4483 -112.0733)', 'center_lat': 33.4483, 'center_lng': -112.0733, 'state': 'AZ', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 2333.8386080563378}]
abbott	9469877	8	5	3	3	70	70	{'number_of_inventors_in_cluster': 5, 'locations': '(44.0217 -92.4697); (44.0217 -92.4697); (44.0217 -92.4697); (44.0217 -92.4697); (44.0217 -92.4697)', 'center_lat': 44.0217, 'center_lng': -92.4697, 'state': 'MN', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 2, 'locations': '(41.8897 -87.9889); (42.0697 -87.7878)', 'center_lat': 41.8897, 'center_lng': -87.9889, 'state': 'IL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 434.84111066398}, {'number_of_inventors_in_cluster': 1, 'locations': '(32.3908 -110.9658)', 'center_lat': 32.3908, 'center_lng': -110.9658, 'state': 'AZ', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 2061.552297299417}]
abbott	9617601	4	3	1	2	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(42.0722 -87.7228); (41.8897 -87.9889); (42.0697 -87.7878)', 'center_lat': 42.0722, 'center_lng': -87.7228, 'state': 'IL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(32.3908 -110.9658)', 'center_lat': 32.3908, 'center_lng': -110.9658, 'state': 'AZ', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 2311.773588890335}]
abbott	9752196	4	4	0	1	70	70	{'number_of_inventors_in_cluster': 4, 'locations': '(42.0411 -87.69); (42.2831 -87.9531); (42.0697 -87.7878); (41.85 -87.65)', 'center_lat': 42.0411, 'center_lng': -87.69, 'state': 'IL', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
google	9513176	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(37.775 -122.4183); (37.775 -122.4183); (37.775 -122.4183)', 'center_lat': 37.775, 'center_lng': -122.4183, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
nucor corporation	7878485	3	1	2	3	70	70	{'number_of_inventors_in_cluster': 1, 'locations': '(40.5886 -83.1286)', 'center_lat': 40.5886, 'center_lng': -83.1286, 'state': 'OH', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(-36.8786 174.728)', 'center_lat': -36.8786, 'center_lng': 174.728, 'state': '', 'country': 'NZ', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 13478.381041070297}, {'number_of_inventors_in_cluster': 1, 'locations': '(43.0361 -70.8333)', 'center_lat': 43.0361, 'center_lng': -70.8333, 'state': 'NH', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1053.6196610594536}]
