company_name	id	number_of_inventors	number_of_local_inventors	number_of_remote_inventors	number_of_clusters (local+remote)	radius_local	radius_remote	local_cluster	nonlocal_cluster	remote_cluster
microsoft	7427941	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(37.4539 -122.1811); (37.3689 -122.0353); (37.775 -122.4183)', 'center_lat': 37.4539, 'center_lng': -122.1811, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7433349	4	4	0	1	70	70	{'number_of_inventors_in_cluster': 4, 'locations': '(47.6742 -122.1203); (47.6064 -122.3308); (47.5303 -122.0314); (47.6742 -122.1203)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7433913	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(47.7544 -122.1622); (47.6742 -122.1203); (47.6817 -122.2075)', 'center_lat': 47.7544, 'center_lng': -122.1622, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7440950	4	3	1	2	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(47.6817 -122.2075); (47.6106 -122.1994); (47.6106 -122.1994)', 'center_lat': 47.6817, 'center_lng': -122.2075, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(37.775 -122.4183)', 'center_lat': 37.775, 'center_lng': -122.4183, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1101.7081446824761}]
microsoft	7444523	2	1	1	2	70	70	{'number_of_inventors_in_cluster': 1, 'locations': '(47.6742 -122.1203)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(37.3689 -122.0353)', 'center_lat': 37.3689, 'center_lng': -122.0353, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1145.9180494419838}]
microsoft	7451151	4	3	1	2	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(47.6817 -122.2075); (47.6106 -122.1994); (47.6106 -122.1994)', 'center_lat': 47.6817, 'center_lng': -122.2075, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(37.775 -122.4183)', 'center_lat': 37.775, 'center_lng': -122.4183, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1101.7081446824761}]
microsoft	7461312	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(37.3394 -121.8939); (37.3394 -121.8939); (37.3394 -121.8939)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7463215	4	4	0	1	70	70	{'number_of_inventors_in_cluster': 4, 'locations': '(37.3861 -122.0828); (37.3394 -121.8939); (37.775 -122.4183); (37.3394 -121.8939)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7467183	6	6	0	1	70	70	{'number_of_inventors_in_cluster': 6, 'locations': '(47.6064 -122.3308); (47.6064 -122.3308); (47.6064 -122.3308); (47.6742 -122.1203); (47.6817 -122.2075); (47.6064 -122.3308)', 'center_lat': 47.6064, 'center_lng': -122.3308, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7477653	7	6	1	2	70	70	{'number_of_inventors_in_cluster': 6, 'locations': '(37.775 -122.4183); (37.4853 -122.2353); (37.3861 -122.0828); (37.3861 -122.0828); (37.3542 -121.9542); (37.5842 -122.365)', 'center_lat': 37.775, 'center_lng': -122.4183, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(47.6742 -122.1203)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1101.0075616423444}]
microsoft	7480382	4	2	2	3	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(47.6064 -122.3308); (47.6817 -122.2075)', 'center_lat': 47.6064, 'center_lng': -122.3308, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(37.3861 -122.0828)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1136.6256839152268}, {'number_of_inventors_in_cluster': 1, 'locations': '(48.0797 -123.1006)', 'center_lat': 48.0797, 'center_lng': -123.1006, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 77.91131913488654}]
microsoft	7480701	7	5	2	3	70	70	{'number_of_inventors_in_cluster': 5, 'locations': '(37.775 -122.4183); (37.4853 -122.2353); (37.3861 -122.0828); (37.3861 -122.0828); (37.3231 -122.0311)', 'center_lat': 37.775, 'center_lng': -122.4183, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(47.6742 -122.1203)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1101.0075616423444}, {'number_of_inventors_in_cluster': 1, 'locations': '(47.969 7.6987)', 'center_lat': 47.969, 'center_lng': 7.6987, 'state': '', 'country': 'DE', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 9279.656863649403}]
microsoft	7487448	12	11	1	2	70	70	{'number_of_inventors_in_cluster': 11, 'locations': '(47.6742 -122.1203); (47.7558 -122.3403); (47.6064 -122.3308); (47.6064 -122.3308); (47.5861 -122.2032); (47.6064 -122.3308); (47.5708 -122.2208); (47.6064 -122.3308); (47.6817 -122.2075); (47.6742 -122.1203); (47.6064 -122.3308)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(37.3861 -122.0828)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1143.9886125546516}]
microsoft	7492277	2	1	1	2	70	70	{'number_of_inventors_in_cluster': 1, 'locations': '(37.4539 -122.1811)', 'center_lat': 37.4539, 'center_lng': -122.1811, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(47.6064 -122.3308)', 'center_lat': 47.6064, 'center_lng': -122.3308, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1128.9725201184283}]
microsoft	7492278	2	1	1	2	70	70	{'number_of_inventors_in_cluster': 1, 'locations': '(37.4539 -122.1811)', 'center_lat': 37.4539, 'center_lng': -122.1811, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(47.6064 -122.3308)', 'center_lat': 47.6064, 'center_lng': -122.3308, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1128.9725201184283}]
microsoft	7495632	4	4	0	1	70	70	{'number_of_inventors_in_cluster': 4, 'locations': '(37.3861 -122.0828); (37.3394 -121.8939); (37.775 -122.4183); (37.3394 -121.8939)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7502820	4	3	1	2	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(47.6106 -122.1994); (47.6742 -122.1203); (47.6817 -122.2075)', 'center_lat': 47.6106, 'center_lng': -122.1994, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(37.3861 -122.0828)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1136.9523385825958}]
microsoft	7505012	4	3	1	2	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(37.3394 -121.8939); (37.775 -122.4183); (37.3394 -121.8939)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(46.0419 -117.3386)', 'center_lat': 46.0419, 'center_lng': -117.3386, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1038.5080581245609}]
microsoft	7505033	6	5	1	2	70	70	{'number_of_inventors_in_cluster': 5, 'locations': '(31.8639 117.2808); (31.8639 117.2808); (31.8639 117.2808); (31.8639 117.2808); (31.8639 117.2808)', 'center_lat': 31.8639, 'center_lng': 117.2808, 'state': 'N/A', 'country': 'CN', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(47.6817 -122.2075)', 'center_lat': 47.6817, 'center_lng': -122.2075, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'cross border', 'haversine_distance_to_local': 9369.167618359264}]
microsoft	7506355	3	2	1	2	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(37.3394 -121.8939); (37.5072 -122.2594)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(47.6817 -122.2075)', 'center_lat': 47.6817, 'center_lng': -122.2075, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1150.2957819937287}]
microsoft	7516140	7	4	3	3	70	70	{'number_of_inventors_in_cluster': 4, 'locations': '(37.4419 -122.1419); (37.2267 -121.9736); (37.3689 -122.0353); (37.3861 -122.0828)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 2, 'locations': '(47.6211 -122.2264); (47.6742 -122.1203)', 'center_lat': 47.6211, 'center_lng': -122.2264, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1131.8963780704034}, {'number_of_inventors_in_cluster': 1, 'locations': '(33.5336 -82.1308)', 'center_lat': 33.5336, 'center_lng': -82.1308, 'state': 'GA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 3621.378020664238}]
microsoft	7519899	2	1	1	2	70	70	{'number_of_inventors_in_cluster': 1, 'locations': '(37.3861 -122.0828)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(47.5708 -122.2208)', 'center_lat': 47.5708, 'center_lng': -122.2208, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1132.5429926475115}]
microsoft	7529736	5	4	1	2	70	70	{'number_of_inventors_in_cluster': 4, 'locations': '(47.6106 -122.1994); (47.6106 -122.1994); (47.6742 -122.1203); (47.6419 -122.0792)', 'center_lat': 47.6106, 'center_lng': -122.1994, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(33.7489 -84.3881)', 'center_lat': 33.7489, 'center_lng': -84.3881, 'state': 'GA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 3496.0606468729306}]
microsoft	7533406	4	4	0	1	70	70	{'number_of_inventors_in_cluster': 4, 'locations': '(37.4539 -122.1811); (37.3394 -121.8939); (37.4853 -122.2353); (37.3231 -122.0311)', 'center_lat': 37.4539, 'center_lng': -122.1811, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7562361	4	4	0	1	70	70	{'number_of_inventors_in_cluster': 4, 'locations': '(47.7625 -122.2042); (47.6742 -122.1203); (47.5303 -122.0314); (47.6106 -122.1994)', 'center_lat': 47.7625, 'center_lng': -122.2042, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7564470	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(37.775 -122.4183); (37.3394 -121.8939)', 'center_lat': 37.775, 'center_lng': -122.4183, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7567618	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(37.3394 -121.8939); (37.775 -122.4183)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7567619	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(37.3394 -121.8939); (37.775 -122.4183)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7571232	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(37.4539 -122.1811); (37.2267 -121.9736); (37.4419 -122.1419)', 'center_lat': 37.4539, 'center_lng': -122.1811, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7577130	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(47.6742 -122.1203); (47.6742 -122.1203)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7583220	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(37.4539 -122.1811); (37.3689 -122.0353); (37.775 -122.4183)', 'center_lat': 37.4539, 'center_lng': -122.1811, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7584509	6	6	0	1	70	70	{'number_of_inventors_in_cluster': 6, 'locations': '(47.6742 -122.1203); (47.6064 -122.3308); (47.6742 -122.1203); (47.6211 -122.2264); (47.7544 -122.1622); (47.6419 -122.0792)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7587526	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(37.3394 -121.8939); (37.775 -122.4183)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7596692	3	2	1	2	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(47.6064 -122.3308); (47.6064 -122.3308)', 'center_lat': 47.6064, 'center_lng': -122.3308, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(37.5028 -122.4683)', 'center_lat': 37.5028, 'center_lng': -122.4683, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1123.5249951719832}]
microsoft	7602406	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(37.775 -122.4183); (37.3394 -121.8939)', 'center_lat': 37.775, 'center_lng': -122.4183, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7627564	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(47.6106 -122.1994); (47.6106 -122.1994); (47.6419 -122.0792)', 'center_lat': 47.6106, 'center_lng': -122.1994, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7631031	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(47.7544 -122.1622); (47.6742 -122.1203); (47.6817 -122.2075)', 'center_lat': 47.7544, 'center_lng': -122.1622, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7631360	6	6	0	1	70	70	{'number_of_inventors_in_cluster': 6, 'locations': '(47.6742 -122.1203); (47.6064 -122.3308); (47.6742 -122.1203); (47.6211 -122.2264); (47.7544 -122.1622); (47.6419 -122.0792)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7633554	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(37.3861 -122.0828); (37.4539 -122.1811)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7634652	4	2	2	3	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(47.6064 -122.3308); (47.6742 -122.1203)', 'center_lat': 47.6064, 'center_lng': -122.3308, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(37.4419 -122.1419)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1130.3458583389368}, {'number_of_inventors_in_cluster': 1, 'locations': '(38.5789 -122.5786)', 'center_lat': 38.5789, 'center_lng': -122.5786, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1004.0123313044669}]
microsoft	7634732	8	8	0	1	70	70	{'number_of_inventors_in_cluster': 8, 'locations': '(47.6064 -122.3308); (47.6064 -122.3308); (47.4831 -122.2158); (47.6064 -122.3308); (47.5303 -122.0314); (47.7544 -122.1622); (47.6064 -122.3308); (47.6817 -122.2075)', 'center_lat': 47.6064, 'center_lng': -122.3308, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7636300	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(37.3689 -122.0353); (37.2267 -121.9736)', 'center_lat': 37.3689, 'center_lng': -122.0353, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7644103	5	5	0	1	70	70	{'number_of_inventors_in_cluster': 5, 'locations': '(37.3689 -122.0353); (37.4539 -122.1811); (37.2267 -121.9736); (37.3861 -122.0828); (37.3861 -122.0828)', 'center_lat': 37.3689, 'center_lng': -122.0353, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7644427	3	2	1	2	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(47.6817 -122.2075); (47.6106 -122.1994)', 'center_lat': 47.6817, 'center_lng': -122.2075, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(37.775 -122.4183)', 'center_lat': 37.775, 'center_lng': -122.4183, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1101.7081446824761}]
microsoft	7647365	4	3	1	2	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(47.6817 -122.2075); (47.6106 -122.1994); (47.6106 -122.1994)', 'center_lat': 47.6817, 'center_lng': -122.2075, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(37.775 -122.4183)', 'center_lat': 37.775, 'center_lng': -122.4183, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1101.7081446824761}]
microsoft	7650539	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(37.3861 -122.0828); (37.3689 -122.0353)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7653657	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(37.4539 -122.1811); (37.3689 -122.0353); (37.4539 -122.1811)', 'center_lat': 37.4539, 'center_lng': -122.1811, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7653802	2	1	1	2	70	70	{'number_of_inventors_in_cluster': 1, 'locations': '(47.6742 -122.1203)', 'center_lat': 47.6742, 'center_lng': -122.1203, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(37.3689 -122.0353)', 'center_lat': 37.3689, 'center_lng': -122.0353, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1145.9180494419838}]
microsoft	7653879	7	7	0	1	70	70	{'number_of_inventors_in_cluster': 7, 'locations': '(47.6064 -122.3308); (47.6064 -122.3308); (47.6742 -122.1203); (47.6817 -122.2075); (47.6064 -122.3308); (47.6106 -122.1994); (47.6742 -122.1203)', 'center_lat': 47.6064, 'center_lng': -122.3308, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7657922	4	3	1	2	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(47.6064 -122.3308); (47.6742 -122.1203); (47.6742 -122.1203)', 'center_lat': 47.6064, 'center_lng': -122.3308, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(37.3853 -122.1131)', 'center_lat': 37.3853, 'center_lng': -122.1131, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1136.6732960025724}]
microsoft	7660351	2	2	0	1	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(37.3394 -121.8939); (37.775 -122.4183)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7669222	4	2	2	3	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(47.6064 -122.3308); (47.6742 -122.1203)', 'center_lat': 47.6064, 'center_lng': -122.3308, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(37.4419 -122.1419)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1130.3458583389368}, {'number_of_inventors_in_cluster': 1, 'locations': '(38.5789 -122.5786)', 'center_lat': 38.5789, 'center_lng': -122.5786, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1004.0123313044669}]
microsoft	7671782	3	3	0	1	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(37.4539 -122.1811); (37.3689 -122.0353); (37.775 -122.4183)', 'center_lat': 37.4539, 'center_lng': -122.1811, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7673020	4	3	1	2	70	70	{'number_of_inventors_in_cluster': 3, 'locations': '(47.6106 -122.1994); (47.6742 -122.1203); (47.6742 -122.1203)', 'center_lat': 47.6106, 'center_lng': -122.1994, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(37.3861 -122.0828)', 'center_lat': 37.3861, 'center_lng': -122.0828, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1136.9523385825958}]
microsoft	7681181	6	6	0	1	70	70	{'number_of_inventors_in_cluster': 6, 'locations': '(47.6064 -122.3308); (47.6064 -122.3308); (47.6817 -122.2075); (47.6064 -122.3308); (47.6064 -122.3308); (47.6742 -122.1203)', 'center_lat': 47.6064, 'center_lng': -122.3308, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
microsoft	7685306	4	2	2	3	70	70	{'number_of_inventors_in_cluster': 2, 'locations': '(47.6064 -122.3308); (47.6742 -122.1203)', 'center_lat': 47.6064, 'center_lng': -122.3308, 'state': 'WA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	[{'number_of_inventors_in_cluster': 1, 'locations': '(37.4419 -122.1419)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1130.3458583389368}, {'number_of_inventors_in_cluster': 1, 'locations': '(38.5789 -122.5786)', 'center_lat': 38.5789, 'center_lng': -122.5786, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 1004.0123313044669}]
microsoft	7705860	4	4	0	1	70	70	{'number_of_inventors_in_cluster': 4, 'locations': '(37.4419 -122.1419); (37.4539 -122.1811); (37.775 -122.4183); (37.775 -122.4183)', 'center_lat': 37.4419, 'center_lng': -122.1419, 'state': 'CA', 'country': 'US', 'geographical_relationship': 'domestic', 'haversine_distance_to_local': 'N/A'}	N/A	N/A
