cluster_id	company_id	company	patent_id	local_radius	remote_radius	number_of_inventors	locations	center_lat	center_lng	state	country	geographical_relationship	haversine_distance_to_local
4079	00f8abfa-2d34-126b-d5aa-8f59619ea500	tremco, inc.	5197250	70	70	1	(42.9375 -88.0486)	42.9375	-88.0486	WI	US	domestic	N/A
4080	00f8abfa-2d34-126b-d5aa-8f59619ea500	tremco, inc.	5705561	70	70	1	(44.5812 -79.7622)	44.5812	-79.7622	N/A	CA	domestic	N/A
4081	00f8abfa-2d34-126b-d5aa-8f59619ea500	tremco, inc.	5705561	70	70	1	(43.55 -80.25)	43.55	-80.25	N/A	CA	domestic	121.10627021783202
4082	00f8abfa-2d34-126b-d5aa-8f59619ea500	tremco, inc.	5705561	70	70	1	(41.5192 -81.4581)	41.5192	-81.4581	OH	US	cross border	367.28520855051113
4083	0102c5e4-bb01-c7a1-f1de-4895c0041d01	deposition sciences	5164858	70	70	4	(38.4406 -122.7133); (38.4406 -122.7133); (38.4406 -122.7133); (38.4139 -122.545)	38.4406	-122.7133	CA	US	domestic	N/A
4084	0102c5e4-bb01-c7a1-f1de-4895c0041d01	deposition sciences	5234769	70	70	1	(38.3397 -122.7)	38.3397	-122.7	CA	US	domestic	N/A
4085	0102c5e4-bb01-c7a1-f1de-4895c0041d01	deposition sciences	5616224	70	70	1	(38.4406 -122.7133)	38.4406	-122.7133	CA	US	domestic	N/A
4086	0102c5e4-bb01-c7a1-f1de-4895c0041d01	deposition sciences	5714009	70	70	1	(38.4406 -122.7133)	38.4406	-122.7133	CA	US	domestic	N/A
4087	0102c5e4-bb01-c7a1-f1de-4895c0041d01	deposition sciences	5849162	70	70	2	(38.4406 -122.7133); (38.4406 -122.7133)	38.4406	-122.7133	CA	US	domestic	N/A
4088	0102c5e4-bb01-c7a1-f1de-4895c0041d01	deposition sciences	5849162	70	70	1	(37.775 -122.4183)	37.775	-122.4183	CA	US	domestic	78.38270471279118
4089	0102c5e4-bb01-c7a1-f1de-4895c0041d01	deposition sciences	5923471	70	70	2	(38.4406 -122.7133); (38.4406 -122.7133)	38.4406	-122.7133	CA	US	domestic	N/A
4090	0102c5e4-bb01-c7a1-f1de-4895c0041d01	deposition sciences	6107564	70	70	3	(38.4406 -122.7133); (38.4406 -122.7133); (38.4406 -122.7133)	38.4406	-122.7133	CA	US	domestic	N/A
4091	0102c5e4-bb01-c7a1-f1de-4895c0041d01	deposition sciences	6197428	70	70	1	(38.4406 -122.7133)	38.4406	-122.7133	CA	US	domestic	N/A
4092	0102c5e4-bb01-c7a1-f1de-4895c0041d01	deposition sciences	6331914	70	70	2	(38.4406 -122.7133); (38.4406 -122.7133)	38.4406	-122.7133	CA	US	domestic	N/A
4093	0102c5e4-bb01-c7a1-f1de-4895c0041d01	deposition sciences	6402902	70	70	1	(38.4406 -122.7133)	38.4406	-122.7133	CA	US	domestic	N/A
4094	0102c5e4-bb01-c7a1-f1de-4895c0041d01	deposition sciences	6485616	70	70	2	(38.4022 -122.8228); (38.4406 -122.7133)	38.4022	-122.8228	CA	US	domestic	N/A
4095	0102c5e4-bb01-c7a1-f1de-4895c0041d01	deposition sciences	7008518	70	70	3	(38.6106 -122.8681); (38.4406 -122.7133); (38.4406 -122.7133)	38.6106	-122.8681	CA	US	domestic	N/A
4096	0102c5e4-bb01-c7a1-f1de-4895c0041d01	deposition sciences	7232506	70	70	2	(38.4406 -122.7133); (38.4406 -122.7133)	38.4406	-122.7133	CA	US	domestic	N/A
4097	0102c5e4-bb01-c7a1-f1de-4895c0041d01	deposition sciences	7238262	70	70	2	(38.412 -122.7133); (38.4022 -122.8228)	38.412	-122.7133	CA	US	domestic	N/A
4098	0102c5e4-bb01-c7a1-f1de-4895c0041d01	deposition sciences	8133361	70	70	3	(38.4406 -122.7133); (38.4406 -122.7133); (38.4022 -122.8228)	38.4406	-122.7133	CA	US	domestic	N/A
4099	0124e586-2e34-7b75-6b4d-7fb5c07ba5a7	qwizdom	7715780	70	70	3	(47.1856 -122.2917); (47.6064 -122.3308); (47.6064 -122.3308)	47.1856	-122.2917	WA	US	domestic	N/A
4100	012c8b26-c2cd-0984-79f4-78e6ed577f20	jfc technologies	6375257	70	70	1	(35.2269 -80.8433)	35.2269	-80.8433	NC	US	domestic	N/A
4101	012c8b26-c2cd-0984-79f4-78e6ed577f20	jfc technologies	6375257	70	70	1	(38.3914 -86.9311)	38.3914	-86.9311	IN	US	domestic	645.953436976597
4102	012c8b26-c2cd-0984-79f4-78e6ed577f20	jfc technologies	6457422	70	70	1	(35.2269 -80.8433)	35.2269	-80.8433	NC	US	domestic	N/A
4103	012c8b26-c2cd-0984-79f4-78e6ed577f20	jfc technologies	7388000	70	70	2	(40.5186 -74.4125); (40.5683 -74.5389)	40.5186	-74.4125	NJ	US	domestic	N/A
4104	012c8b26-c2cd-0984-79f4-78e6ed577f20	jfc technologies	7388001	70	70	4	(40.5186 -74.4125); (40.5431 -74.3636); (40.4992 -74.3994); (40.5683 -74.5389)	40.5186	-74.4125	NJ	US	domestic	N/A
4105	012c8b26-c2cd-0984-79f4-78e6ed577f20	jfc technologies	7388001	70	70	1	(40.0483 -86.4692)	40.0483	-86.4692	IN	US	domestic	1023.254474088231
4106	012c8b26-c2cd-0984-79f4-78e6ed577f20	jfc technologies	7511134	70	70	2	(40.5186 -74.4125); (40.5683 -74.5389)	40.5186	-74.4125	NJ	US	domestic	N/A
4107	012c8b26-c2cd-0984-79f4-78e6ed577f20	jfc technologies	7622576	70	70	2	(40.5186 -74.4125); (40.5683 -74.5389)	40.5186	-74.4125	NJ	US	domestic	N/A
4108	012c8b26-c2cd-0984-79f4-78e6ed577f20	jfc technologies	7683042	70	70	2	(40.5186 -74.4125); (40.5683 -74.5389)	40.5186	-74.4125	NJ	US	domestic	N/A
4109	012c8b26-c2cd-0984-79f4-78e6ed577f20	jfc technologies	7754875	70	70	2	(40.5186 -74.4125); (40.9253 -74.2769)	40.5186	-74.4125	NJ	US	domestic	N/A
4110	012ca5f9-258e-3c21-6386-f0cb06ab2bcd	eye-fi	7702821	70	70	4	(37.775 -122.4183); (37.3689 -122.0353); (37.3689 -122.0353); (37.3861 -122.0828)	37.775	-122.4183	CA	US	domestic	N/A
4111	012ca5f9-258e-3c21-6386-f0cb06ab2bcd	eye-fi	8014529	70	70	4	(37.8044 -122.2697); (37.775 -122.4183); (37.3689 -122.0353); (37.3689 -122.0353)	37.8044	-122.2697	CA	US	domestic	N/A
4112	012ca5f9-258e-3c21-6386-f0cb06ab2bcd	eye-fi	8046504	70	70	4	(37.775 -122.4183); (37.3689 -122.0353); (37.3689 -122.0353); (37.3861 -122.0828)	37.775	-122.4183	CA	US	domestic	N/A
4113	012ca5f9-258e-3c21-6386-f0cb06ab2bcd	eye-fi	8140813	70	70	2	(37.3689 -122.0353); (37.3689 -122.0353)	37.3689	-122.0353	CA	US	domestic	N/A
4114	012ca5f9-258e-3c21-6386-f0cb06ab2bcd	eye-fi	8688945	70	70	2	(37.3689 -122.0353); (37.3689 -122.0353)	37.3689	-122.0353	CA	US	domestic	N/A
4115	012ca5f9-258e-3c21-6386-f0cb06ab2bcd	eye-fi	8806073	70	70	3	(37.775 -122.4183); (37.3689 -122.0353); (37.3689 -122.0353)	37.775	-122.4183	CA	US	domestic	N/A
4116	012ca5f9-258e-3c21-6386-f0cb06ab2bcd	eye-fi	9448918	70	70	4	(37.775 -122.4183); (37.3689 -122.0353); (37.3689 -122.0353); (37.3861 -122.0828)	37.775	-122.4183	CA	US	domestic	N/A
4117	012db05c-288f-6793-cc39-7908d405605a	zoltek corporation	6385828	70	70	4	(38.627 -90.1994); (38.6631 -90.5769); (38.627 -90.1994); (38.6631 -90.5769)	38.627	-90.1994	MO	US	domestic	N/A
4118	012db05c-288f-6793-cc39-7908d405605a	zoltek corporation	9193559	70	70	1	(38.627 -90.1994)	38.627	-90.1994	MO	US	domestic	N/A
4119	012db05c-288f-6793-cc39-7908d405605a	zoltek corporation	9193559	70	70	1	(47.4968 19.0324)	47.4968	19.0324	N/A	HU	cross border	8157.236518909714
4120	012ddf8f-10a3-3e8d-6a1e-4920b20f61e3	circuitronics	5829127	70	70	1	(32.6858 -117.1822)	32.6858	-117.1822	CA	US	domestic	N/A
4121	012ddf8f-10a3-3e8d-6a1e-4920b20f61e3	circuitronics	6112407	70	70	1	(32.6858 -117.1822)	32.6858	-117.1822	CA	US	domestic	N/A
4122	0136c694-a282-8542-7ea3-85948077abbd	triumph engine control systems llc	8567201	70	70	1	(41.6253 -72.3436)	41.6253	-72.3436	CT	US	domestic	N/A
4123	0136c694-a282-8542-7ea3-85948077abbd	triumph engine control systems llc	8596991	70	70	1	(41.6253 -72.3436)	41.6253	-72.3436	CT	US	domestic	N/A
4124	0136c694-a282-8542-7ea3-85948077abbd	triumph engine control systems llc	8807974	70	70	2	(41.7197 -72.8325); (41.5381 -72.8075)	41.7197	-72.8325	CT	US	domestic	N/A
4125	0136c694-a282-8542-7ea3-85948077abbd	triumph engine control systems llc	8807974	70	70	1	(33.8886 -117.8122)	33.8886	-117.8122	CA	US	domestic	3999.415865937803
4126	01407c88-b863-4315-8107-37a30a24cdba	chieftain group	5385320	70	70	2	(39.0997 -94.5783); (38.6792 -94.5933)	39.0997	-94.5783	MO	US	domestic	N/A
4127	0140a263-14d6-b145-d81a-64d99f45a490	btu international	5314330	70	70	1	(42.8006 -71.3047)	42.8006	-71.3047	NH	US	domestic	N/A
4128	0140a263-14d6-b145-d81a-64d99f45a490	btu international	5334014	70	70	2	(42.8006 -71.3047); (42.4522 -71.1375)	42.8006	-71.3047	NH	US	domestic	N/A
4129	0140a263-14d6-b145-d81a-64d99f45a490	btu international	5347103	70	70	1	(42.6583 -71.1375)	42.6583	-71.1375	MA	US	domestic	N/A
4130	0140a263-14d6-b145-d81a-64d99f45a490	btu international	5611476	70	70	5	(42.2694 -71.6167); (42.4522 -71.1375); (42.6583 -71.1375); (42.7261 -71.1914); (42.8364 -71.0953)	42.4522	-71.1375	MA	US	domestic	N/A
4131	0140a263-14d6-b145-d81a-64d99f45a490	btu international	5623829	70	70	2	(42.7261 -71.1914); (42.5792 -71.4383)	42.7261	-71.1914	MA	US	domestic	N/A
4132	0140a263-14d6-b145-d81a-64d99f45a490	btu international	5655646	70	70	2	(42.2695 -71.6161); (42.6703 -71.3025)	42.2695	-71.6161	MA	US	domestic	N/A
4133	0140a263-14d6-b145-d81a-64d99f45a490	btu international	5695331	70	70	3	(42.0583 -71.25); (42.7261 -71.1914); (42.5375 -71.5125)	42.5375	-71.5125	MA	US	domestic	N/A
4134	0140a263-14d6-b145-d81a-64d99f45a490	btu international	5752820	70	70	1	(42.8006 -71.3047)	42.8006	-71.3047	NH	US	domestic	N/A
4135	0140a263-14d6-b145-d81a-64d99f45a490	btu international	5769010	70	70	1	(42.8006 -71.3047)	42.8006	-71.3047	NH	US	domestic	N/A
4136	0140a263-14d6-b145-d81a-64d99f45a490	btu international	5785233	70	70	3	(42.7261 -71.1914); (42.6703 -71.3025); (42.2695 -71.6161)	42.7261	-71.1914	MA	US	domestic	N/A
4137	0140a263-14d6-b145-d81a-64d99f45a490	btu international	5795146	70	70	1	(42.8006 -71.3047)	42.8006	-71.3047	NH	US	domestic	N/A
4138	0140a263-14d6-b145-d81a-64d99f45a490	btu international	5801825	70	70	2	(42.7261 -71.1914); (42.7647 -71.4403)	42.7261	-71.1914	MA	US	domestic	N/A
4139	0140a263-14d6-b145-d81a-64d99f45a490	btu international	5814789	70	70	3	(42.2694 -71.6167); (42.7261 -71.1914); (42.5375 -71.5125)	42.2694	-71.6167	MA	US	domestic	N/A
4140	0140a263-14d6-b145-d81a-64d99f45a490	btu international	5814789	70	70	1	(42.0411 -87.69)	42.0411	-87.69	IL	US	domestic	1323.2305777346903
4141	0140a263-14d6-b145-d81a-64d99f45a490	btu international	5872735	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4142	0140a263-14d6-b145-d81a-64d99f45a490	btu international	5875838	70	70	1	(51.2333 0.6167)	51.2333	0.6167	N/A	GB	domestic	N/A
4143	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6002614	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4144	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6011716	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4145	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6014327	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4146	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6032470	70	70	1	(51.2333 0.6167)	51.2333	0.6167	N/A	GB	domestic	N/A
4147	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6038875	70	70	1	(51.2333 0.6167)	51.2333	0.6167	N/A	GB	domestic	N/A
4148	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6104640	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4149	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6118692	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4150	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6246613	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4151	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6270305	70	70	2	(42.8006 -71.3047); (42.5256 -71.0958)	42.8006	-71.3047	NH	US	domestic	N/A
4152	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6283748	70	70	1	(42.8006 -71.3047)	42.8006	-71.3047	NH	US	domestic	N/A
4153	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6283748	70	70	1	(40.0378 -76.3058)	40.0378	-76.3058	PA	US	domestic	517.7984288338166
4154	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6324121	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4155	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6327189	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4156	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6339545	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4157	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6343034	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4158	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6344998	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4159	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6353554	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4160	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6356486	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4161	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6381172	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4162	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6394794	70	70	8	(42.5375 -71.5125); (42.7653 -71.4681); (42.8442 -71.4803); (42.4183 -71.1067); (42.3278 -71.2278); (42.7694 -71.0764); (42.8806 -71.3278); (42.375 -71.1061)	42.5375	-71.5125	MA	US	domestic	N/A
4163	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6394794	70	70	1	(41.3542 -71.9669)	41.3542	-71.9669	CT	US	domestic	136.8379940361576
4164	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6404675	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4165	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6434050	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4166	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6457971	70	70	1	(42.8006 -71.3047)	42.8006	-71.3047	NH	US	domestic	N/A
4167	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6584012	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4168	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6714455	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4169	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6724656	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4170	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6729834	70	70	1	(33.4222 -111.8219)	33.4222	-111.8219	AZ	US	domestic	N/A
4171	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6738357	70	70	2	(39.9522 -75.1642); (39.9522 -75.1642)	39.9522	-75.1642	PA	US	domestic	N/A
4172	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6742978	70	70	1	(33.4222 -111.8219)	33.4222	-111.8219	AZ	US	domestic	N/A
4173	0140a263-14d6-b145-d81a-64d99f45a490	btu international	6870763	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4174	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7006384	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4175	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7050425	70	70	2	(39.9522 -75.1642); (39.9522 -75.1642)	39.9522	-75.1642	PA	US	domestic	N/A
4176	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7068542	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4177	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7075825	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4178	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7075924	70	70	2	(39.9522 -75.1642); (39.9522 -75.1642)	39.9522	-75.1642	PA	US	domestic	N/A
4179	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7189940	70	70	2	(42.6583 -83.15); (42.6056 -83.15)	42.6583	-83.15	MI	US	domestic	N/A
4180	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7196297	70	70	2	(42.8006 -71.3047); (42.6158 -70.6625)	42.8006	-71.3047	NH	US	domestic	N/A
4181	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7214280	70	70	2	(42.6583 -83.15); (42.6056 -83.15)	42.6583	-83.15	MI	US	domestic	N/A
4182	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7227097	70	70	2	(42.6583 -83.15); (42.6056 -83.15)	42.6583	-83.15	MI	US	domestic	N/A
4183	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7282211	70	70	1	(34.2072 -84.1403)	34.2072	-84.1403	GA	US	domestic	N/A
4184	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7286414	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4185	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7309843	70	70	2	(42.6583 -83.15); (42.6056 -83.15)	42.6583	-83.15	MI	US	domestic	N/A
4186	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7425692	70	70	2	(42.8006 -71.3047); (42.6158 -70.6625)	42.8006	-71.3047	NH	US	domestic	N/A
4187	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7432470	70	70	2	(42.6583 -83.15); (42.6056 -83.15)	42.6583	-83.15	MI	US	domestic	N/A
4188	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7432470	70	70	1	(48.1833 9.9)	48.1833	9.9	N/A	DE	cross border	6825.626717860423
4189	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7445817	70	70	2	(42.6583 -83.15); (42.6056 -83.15)	42.6583	-83.15	MI	US	domestic	N/A
4190	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7465362	70	70	2	(42.6583 -83.15); (42.6056 -83.15)	42.6583	-83.15	MI	US	domestic	N/A
4191	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7485385	70	70	3	(42.8006 -71.3047); (42.2458 -71.2833); (42.6158 -70.6625)	42.8006	-71.3047	NH	US	domestic	N/A
4192	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7494904	70	70	2	(42.6583 -83.15); (42.6056 -83.15)	42.6583	-83.15	MI	US	domestic	N/A
4193	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7497922	70	70	2	(42.6583 -83.15); (42.6056 -83.15)	42.6583	-83.15	MI	US	domestic	N/A
4194	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7498066	70	70	2	(42.6583 -83.15); (42.6056 -83.15)	42.6583	-83.15	MI	US	domestic	N/A
4195	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7560657	70	70	3	(42.6583 -83.15); (42.6583 -83.15); (42.6056 -83.15)	42.6583	-83.15	MI	US	domestic	N/A
4196	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7592564	70	70	2	(42.6583 -83.15); (42.6056 -83.15)	42.6583	-83.15	MI	US	domestic	N/A
4197	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7608798	70	70	2	(42.6583 -83.15); (42.6056 -83.15)	42.6583	-83.15	MI	US	domestic	N/A
4198	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7638727	70	70	3	(42.6583 -83.15); (42.6583 -83.15); (42.6056 -83.15)	42.6583	-83.15	MI	US	domestic	N/A
4199	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7671309	70	70	5	(42.6583 -83.15); (42.6056 -83.15); (42.6583 -83.15); (42.7008 -82.9592); (42.4775 -83.0278)	42.6583	-83.15	MI	US	domestic	N/A
4200	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7671309	70	70	1	(48.1833 9.9)	48.1833	9.9	N/A	DE	cross border	6825.626717860423
4201	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7883602	70	70	2	(42.8006 -71.3047); (42.6158 -70.6625)	42.8006	-71.3047	NH	US	domestic	N/A
4202	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7883602	70	70	1	(40.6258 -75.3708)	40.6258	-75.3708	PA	US	domestic	415.1196880758076
4203	0140a263-14d6-b145-d81a-64d99f45a490	btu international	7911851	70	70	1	(37.5483 -121.9875)	37.5483	-121.9875	CA	US	domestic	N/A
4204	0140a263-14d6-b145-d81a-64d99f45a490	btu international	8328551	70	70	3	(42.8006 -71.3047); (42.6658 -71.5889); (42.9286 -71.1875)	42.8006	-71.3047	NH	US	domestic	N/A
4205	0140a263-14d6-b145-d81a-64d99f45a490	btu international	8617352	70	70	2	(42.8006 -71.3047); (42.6158 -70.6625)	42.8006	-71.3047	NH	US	domestic	N/A
4206	0140a263-14d6-b145-d81a-64d99f45a490	btu international	8617352	70	70	1	(40.6258 -75.3708)	40.6258	-75.3708	PA	US	domestic	415.1196880758076
4207	0140a263-14d6-b145-d81a-64d99f45a490	btu international	8692161	70	70	2	(42.4792 -71.1528); (42.6333 -71.3167)	42.4792	-71.1528	MA	US	domestic	N/A
4208	0140a263-14d6-b145-d81a-64d99f45a490	btu international	8965185	70	70	2	(42.4792 -71.1528); (42.6333 -71.3167)	42.4792	-71.1528	MA	US	domestic	N/A
4209	0140a263-14d6-b145-d81a-64d99f45a490	btu international	9093598	70	70	2	(42.485 -71.4333); (42.5997 -71.3678)	42.485	-71.4333	MA	US	domestic	N/A
4210	0140a263-14d6-b145-d81a-64d99f45a490	btu international	9102471	70	70	3	(42.4792 -71.1528); (42.5792 -71.4383); (42.725 -70.9917)	42.4792	-71.1528	MA	US	domestic	N/A
4211	0140a263-14d6-b145-d81a-64d99f45a490	btu international	9504098	70	70	1	(42.6583 -71.1375)	42.6583	-71.1375	MA	US	domestic	N/A
4212	01468916-8c37-1341-3953-7b58ee83c762	zacharon pharmaceuticals	8232073	70	70	2	(32.7153 -117.1564); (32.7153 -117.1564)	32.7153	-117.1564	CA	US	domestic	N/A
4213	01468916-8c37-1341-3953-7b58ee83c762	zacharon pharmaceuticals	8771974	70	70	2	(32.7153 -117.1564); (32.7153 -117.1564)	32.7153	-117.1564	CA	US	domestic	N/A
4214	01468916-8c37-1341-3953-7b58ee83c762	zacharon pharmaceuticals	8809009	70	70	2	(32.7153 -117.1564); (32.7153 -117.1564)	32.7153	-117.1564	CA	US	domestic	N/A
4215	014a0723-32a6-4401-9a9e-fd0754d778b8	laselec	9272366	70	70	3	(43.6137 1.3346); (43.4928 1.5153); (43.586 1.429)	43.6137	1.3346	N/A	FR	domestic	N/A
4216	014a0723-32a6-4401-9a9e-fd0754d778b8	laselec	9876338	70	70	3	(43.6137 1.3346); (43.586 1.429); (43.4928 1.5153)	43.6137	1.3346	N/A	FR	domestic	N/A
4217	01519888-6356-a302-3697-59cc916b1ab2	phenomenex	5863428	70	70	3	(33.7444 -118.3861); (34.0194 -118.4903); (33.7444 -118.3861)	33.7444	-118.3861	CA	US	domestic	N/A
4218	01519888-6356-a302-3697-59cc916b1ab2	phenomenex	5938919	70	70	1	(33.7358 -118.2914)	33.7358	-118.2914	CA	US	domestic	N/A
4219	01519888-6356-a302-3697-59cc916b1ab2	phenomenex	5993653	70	70	1	(33.6864 -117.66)	33.6864	-117.66	CA	US	domestic	N/A
4220	01519888-6356-a302-3697-59cc916b1ab2	phenomenex	5993653	70	70	1	(35.4437 139.638)	35.4437	139.638	N/A	JP	cross border	8902.458682647411
4221	01519888-6356-a302-3697-59cc916b1ab2	phenomenex	6162362	70	70	2	(33.7444 -118.3861); (33.7444 -118.3861)	33.7444	-118.3861	CA	US	domestic	N/A
4222	01519888-6356-a302-3697-59cc916b1ab2	phenomenex	6770246	70	70	1	(50.0833 14.4667)	50.0833	14.4667	N/A	CZ	domestic	N/A
4223	01519888-6356-a302-3697-59cc916b1ab2	phenomenex	7119145	70	70	3	(34.0118 -118.307); (33.6083 -117.7444); (33.8583 -118.0639)	34.0118	-118.307	CA	US	domestic	N/A
4224	01519888-6356-a302-3697-59cc916b1ab2	phenomenex	7563367	70	70	5	(33.8358 -118.3397); (33.8358 -118.3397); (33.8358 -118.3397); (33.8358 -118.3397); (33.8358 -118.3397)	33.8358	-118.3397	CA	US	domestic	N/A
4225	01519888-6356-a302-3697-59cc916b1ab2	phenomenex	7674383	70	70	3	(33.1958 -117.3786); (33.6083 -117.7444); (33.79 -118.2969)	33.6083	-117.7444	CA	US	domestic	N/A
4226	01519888-6356-a302-3697-59cc916b1ab2	phenomenex	7674383	70	70	1	(37.5536 -77.4606)	37.5536	-77.4606	VA	US	domestic	3641.5082347381494
4227	01519888-6356-a302-3697-59cc916b1ab2	phenomenex	8062516	70	70	2	(33.6603 -117.9983); (33.8314 -118.2811)	33.6603	-117.9983	CA	US	domestic	N/A
4228	01519888-6356-a302-3697-59cc916b1ab2	phenomenex	8062516	70	70	1	(38.3931 -120.8014)	38.3931	-120.8014	CA	US	domestic	583.4366282446927
4229	01519888-6356-a302-3697-59cc916b1ab2	phenomenex	8062516	70	70	1	(36.3008 -119.7819)	36.3008	-119.7819	CA	US	domestic	335.5600847413032
4230	01519888-6356-a302-3697-59cc916b1ab2	phenomenex	8658038	70	70	5	(33.8358 -118.3397); (33.8358 -118.3397); (33.8358 -118.3397); (33.8358 -118.3397); (33.8358 -118.3397)	33.8358	-118.3397	CA	US	domestic	N/A
4231	01536c72-8249-5ffd-add0-5f042d7bed6f	sync-rx	8290228	70	70	6	(32.1848 34.8713); (32.0667 34.7667); (32.0975 34.8905); (32.3329 34.8599); (32.1817 34.9358); (32.8156 34.9892)	32.3329	34.8599	N/A	IL	domestic	N/A
