cluster_id	company_id	company	patent_id	local_radius	remote_radius	number_of_inventors	locations	center_lat	center_lng	state	country	geographical_relationship	haversine_distance_to_local
1425	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8690611	70	70	1	(42.2958 -71.7133)	42.2958	-71.7133	MA	US	domestic	N/A
1426	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8690611	70	70	1	(22.5553 113.884)	22.5553	113.884	N/A	CN	cross border	12781.069207804496
1427	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8690611	70	70	1	(41.9817 -72.6511)	41.9817	-72.6511	CT	US	domestic	84.84619735369007
1428	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8690764	70	70	1	(51.8667 0.1667)	51.8667	0.1667	N/A	GB	domestic	N/A
1429	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8690766	70	70	1	(40.3764 -74.2447)	40.3764	-74.2447	NJ	US	domestic	N/A
1430	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8690770	70	70	1	(37.6942 -122.0853)	37.6942	-122.0853	CA	US	domestic	N/A
1431	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8690864	70	70	1	(37.8858 -122.1169)	37.8858	-122.1169	CA	US	domestic	N/A
1432	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8690866	70	70	1	(40.0503 -105.0494)	40.0503	-105.0494	CO	US	domestic	N/A
1433	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8690867	70	70	2	(39.9206 -105.0861); (39.9936 -105.0892)	39.9206	-105.0861	CO	US	domestic	N/A
1434	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8690868	70	70	1	(34.3917 -118.5417)	34.3917	-118.5417	CA	US	domestic	N/A
1435	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8690868	70	70	1	(37.2267 -121.9736)	37.2267	-121.9736	CA	US	domestic	441.6889335738611
1436	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8690869	70	70	3	(40.015 -105.27); (40.1672 -105.1014); (40.0503 -105.0494)	40.015	-105.27	CO	US	domestic	N/A
1437	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8690913	70	70	1	(40.3642 -74.9517)	40.3642	-74.9517	PA	US	domestic	N/A
1438	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8690960	70	70	1	(42.485 -71.4333)	42.485	-71.4333	MA	US	domestic	N/A
1439	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8692992	70	70	1	(39.8681 -104.9714)	39.8681	-104.9714	CO	US	domestic	N/A
1440	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8694080	70	70	1	(30.4211 -87.2169)	30.4211	-87.2169	FL	US	domestic	N/A
1441	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8694600	70	70	2	(38.7975 -90.7856); (38.7875 -90.6299)	38.7975	-90.7856	MO	US	domestic	N/A
1442	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8694600	70	70	1	(41.9833 -71.3333)	41.9833	-71.3333	MA	US	domestic	1681.1684860108064
1443	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8695834	70	70	1	(42.1681 -88.4281)	42.1681	-88.4281	IL	US	domestic	N/A
1444	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8696548	70	70	1	(32.8156 34.9892)	32.8156	34.9892	N/A	IL	domestic	N/A
1445	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8696552	70	70	1	(40.3642 -74.9517)	40.3642	-74.9517	PA	US	domestic	N/A
1446	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8696593	70	70	1	(37.3139 -121.0197)	37.3139	-121.0197	CA	US	domestic	N/A
1447	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8696593	70	70	1	(37.8044 -122.2697)	37.8044	-122.2697	CA	US	domestic	122.94222148293161
1448	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8696598	70	70	1	(42.2694 -71.6167)	42.2694	-71.6167	MA	US	domestic	N/A
1449	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8696635	70	70	1	(41.4989 -72.9011)	41.4989	-72.9011	CT	US	domestic	N/A
1450	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8696667	70	70	1	(40.015 -105.27)	40.015	-105.27	CO	US	domestic	N/A
1451	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8696667	70	70	1	(46.8722 -113.9931)	46.8722	-113.9931	MT	US	domestic	1036.679547381394
1452	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8696667	70	70	1	(37.2267 -121.9736)	37.2267	-121.9736	CA	US	domestic	1481.5153949499288
1453	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8696685	70	70	1	(32.8156 34.9892)	32.8156	34.9892	N/A	IL	domestic	N/A
1454	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8696701	70	70	2	(37.4419 -122.1419); (37.3394 -121.8939)	37.4419	-122.1419	CA	US	domestic	N/A
1455	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8696729	70	70	1	(44.9133 -93.5031)	44.9133	-93.5031	MN	US	domestic	N/A
1456	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8697111	70	70	3	(41.4936 -72.8242); (41.3958 -72.8972); (41.3958 -72.8972)	41.4936	-72.8242	CT	US	domestic	N/A
1457	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8697111	70	70	1	(40.3486 -74.6594)	40.3486	-74.6594	NJ	US	domestic	199.95563267025628
1458	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8700116	70	70	2	(40.2247 -105.2708); (40.015 -105.27)	40.2247	-105.2708	CO	US	domestic	N/A
1459	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8700122	70	70	4	(42.6583 -71.1375); (42.4906 -71.2767); (42.4153 -71.1569); (42.7761 -71.0778)	42.6583	-71.1375	MA	US	domestic	N/A
1460	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8701959	70	70	1	(41.2222 -73.0569)	41.2222	-73.0569	CT	US	domestic	N/A
1461	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8701962	70	70	1	(41.4139 -73.3039)	41.4139	-73.3039	CT	US	domestic	N/A
1462	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8702737	70	70	1	(40.1672 -105.1014)	40.1672	-105.1014	CO	US	domestic	N/A
1463	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8702749	70	70	1	(40.1672 -105.1014)	40.1672	-105.1014	CO	US	domestic	N/A
1464	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8704666	70	70	1	(37.3139 -121.0197)	37.3139	-121.0197	CA	US	domestic	N/A
1465	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8707952	70	70	1	(43.3 -0.4333)	43.3	-0.4333	N/A	FR	domestic	N/A
1466	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8708210	70	70	3	(41.2964 -73.1467); (41.3025 -73.3839); (41.5022 -72.9792)	41.2964	-73.1467	CT	US	domestic	N/A
1467	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8708211	70	70	2	(41.5022 -72.9792); (41.5769 -73.4089)	41.5022	-72.9792	CT	US	domestic	N/A
1468	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8708212	70	70	1	(41.4858 -73.0511)	41.4858	-73.0511	CT	US	domestic	N/A
1469	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8708897	70	70	4	(42.2694 -71.6167); (42.0667 -71.3286); (41.9 -71.0903); (42.1417 -71.3972)	42.2694	-71.6167	MA	US	domestic	N/A
1470	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8708900	70	70	1	(37.6942 -122.0853)	37.6942	-122.0853	CA	US	domestic	N/A
1471	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8708969	70	70	1	(37.7808 -90.4217)	37.7808	-90.4217	MO	US	domestic	N/A
1472	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8709024	70	70	1	(41.2794 -72.5989)	41.2794	-72.5989	CT	US	domestic	N/A
1473	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8709026	70	70	1	(41.42 -73.2825)	41.42	-73.2825	CT	US	domestic	N/A
1474	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8712492	70	70	5	(40.1672 -105.1014); (40.015 -105.27); (40.2247 -105.2708); (40.015 -105.27); (40.015 -105.27)	40.1672	-105.1014	CO	US	domestic	N/A
1475	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8714154	70	70	2	(33.2 -117.2417); (32.7153 -117.1564)	33.2	-117.2417	CA	US	domestic	N/A
1476	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8714352	70	70	3	(41.3711 -73.4144); (41.3081 -72.9286); (41.2706 -72.9475)	41.3711	-73.4144	CT	US	domestic	N/A
1477	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8714429	70	70	1	(43.0183 -78.6969)	43.0183	-78.6969	NY	US	domestic	N/A
1478	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8715250	70	70	1	(42.125 -72.75)	42.125	-72.75	MA	US	domestic	N/A
1479	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8715276	70	70	3	(37.3853 -122.1131); (37.3797 -122.1364); (37.4539 -122.1811)	37.3853	-122.1131	CA	US	domestic	N/A
1480	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8715304	70	70	1	(41.2794 -72.5989)	41.2794	-72.5989	CT	US	domestic	N/A
1481	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8715333	70	70	3	(37.3394 -121.8939); (37.3394 -121.8939); (37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	N/A
1482	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8715705	70	70	2	(53.4228 -7.9372); (53.4228 -7.9372)	53.4228	-7.9372	N/A	IE	domestic	N/A
1483	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8715705	70	70	1	(53.2707 -9.0568)	53.2707	-9.0568	N/A	IE	domestic	76.21842104282825
1484	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8718736	70	70	5	(42.5684 -83.3545); (42.5467 -83.2114); (42.4894 -83.1447); (42.7008 -82.9592); (42.1292 -83.1444)	42.5684	-83.3545	MI	US	domestic	N/A
1485	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8720442	70	70	5	(48.671 6.1508); (48.7517 6.2259); (48.6241 6.0833); (48.6921 6.1844); (48.7118 6.1818)	48.671	6.1508	N/A	FR	domestic	N/A
1486	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8720442	70	70	1	(48.0504 2.6543)	48.0504	2.6543	N/A	FR	domestic	267.3599775492887
1487	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8721557	70	70	3	(39.9778 -105.1314); (40.1672 -105.1014); (40.015 -105.27)	39.9778	-105.1314	CO	US	domestic	N/A
1488	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8721575	70	70	1	(41.8239 -71.4133)	41.8239	-71.4133	RI	US	domestic	N/A
1489	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8721634	70	70	5	(37.1306 -121.6533); (37.3853 -122.1131); (37.3394 -121.8939); (37.4539 -122.1811); (37.3853 -122.1131)	37.1306	-121.6533	CA	US	domestic	N/A
1490	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8721635	70	70	1	(40.1672 -105.1014)	40.1672	-105.1014	CO	US	domestic	N/A
1491	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8721639	70	70	2	(37.3394 -121.8939); (37.3394 -121.8939)	37.3394	-121.8939	CA	US	domestic	N/A
1492	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8721640	70	70	2	(41.5622 -72.6511); (41.6361 -72.2131)	41.5622	-72.6511	CT	US	domestic	N/A
1493	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8721674	70	70	1	(44.8547 -93.4706)	44.8547	-93.4706	MN	US	domestic	N/A
1494	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8726481	70	70	2	(41.2794 -72.8156); (41.2783 -73.0261)	41.2794	-72.8156	CT	US	domestic	N/A
1495	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8726496	70	70	1	(39.8681 -104.9714)	39.8681	-104.9714	CO	US	domestic	N/A
1496	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8727162	70	70	1	(42.1681 -88.4281)	42.1681	-88.4281	IL	US	domestic	N/A
1497	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8727166	70	70	1	(42.0833 -71.3972)	42.0833	-71.3972	MA	US	domestic	N/A
1498	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8727973	70	70	1	(41.3908 -72.86)	41.3908	-72.86	CT	US	domestic	N/A
1499	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8728059	70	70	1	(37.3139 -121.0197)	37.3139	-121.0197	CA	US	domestic	N/A
1500	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8728067	70	70	3	(40.015 -105.27); (40.1672 -105.1014); (40.0503 -105.0494)	40.015	-105.27	CO	US	domestic	N/A
1501	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8728102	70	70	2	(41.3958 -72.8972); (41.2794 -72.8156)	41.3958	-72.8972	CT	US	domestic	N/A
1502	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8728109	70	70	1	(40.3764 -74.2447)	40.3764	-74.2447	NJ	US	domestic	N/A
1503	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8728120	70	70	1	(41.4989 -72.9011)	41.4989	-72.9011	CT	US	domestic	N/A
1504	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8730053	70	70	1	(47.3769 8.5417)	47.3769	8.5417	N/A	CH	domestic	N/A
1505	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8733611	70	70	1	(41.3711 -73.4144)	41.3711	-73.4144	CT	US	domestic	N/A
1506	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8733612	70	70	1	(41.4989 -72.9011)	41.4989	-72.9011	CT	US	domestic	N/A
1507	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8733614	70	70	1	(41.5022 -72.9792)	41.5022	-72.9792	CT	US	domestic	N/A
1508	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8734345	70	70	1	(42.1583 -71.1453)	42.1583	-71.1453	MA	US	domestic	N/A
1509	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8734369	70	70	2	(42.075 -70.8806); (41.6603 -71.4564)	42.075	-70.8806	MA	US	domestic	N/A
1510	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8734369	70	70	1	(42.525 -71.7603)	42.525	-71.7603	MA	US	domestic	87.96626323801627
1511	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8734438	70	70	1	(40.0503 -105.0494)	40.0503	-105.0494	CO	US	domestic	N/A
1512	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8734443	70	70	1	(45.5236 -122.675)	45.5236	-122.675	OR	US	domestic	N/A
1513	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8734444	70	70	1	(40.3083 -105.0806)	40.3083	-105.0806	CO	US	domestic	N/A
1514	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8734445	70	70	1	(39.9778 -105.1314)	39.9778	-105.1314	CO	US	domestic	N/A
1515	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8734464	70	70	1	(52.2048 0.1095)	52.2048	0.1095	N/A	GB	domestic	N/A
1516	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8734469	70	70	1	(41.5564 -73.3092)	41.5564	-73.3092	CT	US	domestic	N/A
1517	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8734473	70	70	1	(32.9374 35.4504)	32.9374	35.4504	N/A	IL	domestic	N/A
1518	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8734473	70	70	1	(32.0684 34.8248)	32.0684	34.8248	N/A	IL	domestic	113.04315341617409
1519	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8734730	70	70	1	(41.4936 -72.8242)	41.4936	-72.8242	CT	US	domestic	N/A
1520	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8734824	70	70	4	(41.3158 -72.3294); (41.4989 -72.9011); (41.3958 -72.8972); (41.3958 -72.8972)	41.3158	-72.3294	CT	US	domestic	N/A
1521	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8734825	70	70	2	(37.775 -122.4183); (37.775 -122.4183)	37.775	-122.4183	CA	US	domestic	N/A
1522	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8734930	70	70	8	(41.3158 -72.3294); (41.2889 -72.6822); (41.4989 -72.9011); (41.2889 -72.6822); (41.3958 -72.8972); (41.3958 -72.8972); (41.3958 -72.8972); (41.3958 -72.8972)	41.3158	-72.3294	CT	US	domestic	N/A
1523	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8739389	70	70	2	(41.2794 -72.8156); (41.2783 -73.0261)	41.2794	-72.8156	CT	US	domestic	N/A
1524	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8739796	70	70	2	(53.5599 -7.764); (53.4228 -7.9372)	53.5599	-7.764	N/A	IE	domestic	N/A
1525	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8740035	70	70	1	(41.42 -73.2825)	41.42	-73.2825	CT	US	domestic	N/A
1526	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8740036	70	70	1	(41.4858 -73.0511)	41.4858	-73.0511	CT	US	domestic	N/A
1527	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8740039	70	70	1	(41.3711 -73.4144)	41.3711	-73.4144	CT	US	domestic	N/A
1528	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8740488	70	70	3	(42.2769 -72.4014); (42.3803 -72.5236); (42.1014 -72.5903)	42.2769	-72.4014	MA	US	domestic	N/A
1529	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8740781	70	70	3	(45.6833 9.2333); (45.4667 9.2); (45.5333 9.2833)	45.6833	9.2333	N/A	IT	domestic	N/A
1530	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8740784	70	70	1	(41.4139 -73.3039)	41.4139	-73.3039	CT	US	domestic	N/A
1531	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8740828	70	70	3	(42.1875 -71.3069); (41.8239 -71.4133); (42.2694 -71.6167)	42.1875	-71.3069	MA	US	domestic	N/A
1532	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8740841	70	70	3	(45.21 -93.665); (45.1889 -93.5528); (45.1486 -93.1514)	45.21	-93.665	MN	US	domestic	N/A
1533	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8740893	70	70	2	(40.015 -105.27); (40.015 -105.27)	40.015	-105.27	CO	US	domestic	N/A
1534	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8740893	70	70	1	(37.4853 -122.2353)	37.4853	-122.2353	CA	US	domestic	1495.4402729993126
1535	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8740898	70	70	1	(40.0992 -104.9367)	40.0992	-104.9367	CO	US	domestic	N/A
1536	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8740901	70	70	3	(39.9778 -105.1314); (40.1672 -105.1014); (40.015 -105.27)	39.9778	-105.1314	CO	US	domestic	N/A
1537	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8740904	70	70	1	(41.2889 -72.6822)	41.2889	-72.6822	CT	US	domestic	N/A
1538	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8740925	70	70	4	(41.5622 -72.6511); (41.5622 -72.6511); (41.3958 -72.8972); (41.5581 -73.0519)	41.5622	-72.6511	CT	US	domestic	N/A
1539	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8740932	70	70	1	(41.2814 -73.4986)	41.2814	-73.4986	CT	US	domestic	N/A
1540	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8740932	70	70	1	(40.3642 -74.9517)	40.3642	-74.9517	PA	US	domestic	159.21817343733235
1541	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8740935	70	70	1	(41.2783 -73.0261)	41.2783	-73.0261	CT	US	domestic	N/A
1542	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8742269	70	70	2	(25.7211 -80.2686); (25.7739 -80.1939)	25.7211	-80.2686	FL	US	domestic	N/A
1543	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8744543	70	70	1	(37.8217 -121.9989)	37.8217	-121.9989	CA	US	domestic	N/A
1544	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8745840	70	70	2	(39.9936 -105.0892); (39.9936 -105.0892)	39.9936	-105.0892	CO	US	domestic	N/A
1545	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8745846	70	70	4	(40.0503 -105.0494); (40.015 -105.27); (40.015 -105.27); (40.3978 -105.0744)	40.0503	-105.0494	CO	US	domestic	N/A
1546	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8745854	70	70	1	(39.7047 -105.0808)	39.7047	-105.0808	CO	US	domestic	N/A
1547	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8746248	70	70	3	(33.6125 -117.7119); (33.3764 -117.2503); (33.7069 -117.0836)	33.6125	-117.7119	CA	US	domestic	N/A
1548	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8746445	70	70	1	(41.3958 -72.8972)	41.3958	-72.8972	CT	US	domestic	N/A
1549	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8746534	70	70	1	(41.3711 -73.4144)	41.3711	-73.4144	CT	US	domestic	N/A
1550	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8747302	70	70	1	(40.3764 -74.2447)	40.3764	-74.2447	NJ	US	domestic	N/A
1551	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8747309	70	70	1	(41.42 -73.2825)	41.42	-73.2825	CT	US	domestic	N/A
1552	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8747343	70	70	3	(42.0667 -71.3286); (42.0667 -71.1042); (41.9833 -71.3333)	42.0667	-71.3286	MA	US	domestic	N/A
1553	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8747387	70	70	2	(38.6631 -90.5769); (38.5828 -90.6628)	38.6631	-90.5769	MO	US	domestic	N/A
1554	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8747398	70	70	1	(40.0503 -105.0494)	40.0503	-105.0494	CO	US	domestic	N/A
1555	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8747402	70	70	1	(40.015 -105.27)	40.015	-105.27	CO	US	domestic	N/A
1556	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8747402	70	70	1	(43.1547 -77.6158)	43.1547	-77.6158	NY	US	domestic	2315.5702531363463
1557	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8747402	70	70	1	(37.2294 -80.4142)	37.2294	-80.4142	VA	US	domestic	2174.215376204781
1558	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8747402	70	70	1	(39.9042 116.4074)	39.9042	116.4074	N/A	CN	cross border	10175.352264746774
1559	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8747413	70	70	1	(47.3769 8.5417)	47.3769	8.5417	N/A	CH	domestic	N/A
1560	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8747423	70	70	2	(41.4569 -72.8236); (41.3081 -72.9286)	41.4569	-72.8236	CT	US	domestic	N/A
1561	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8747424	70	70	3	(41.42 -73.2825); (41.6361 -72.2131); (41.6669 -72.5972)	41.6669	-72.5972	CT	US	domestic	N/A
1562	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8747431	70	70	1	(44.8278 -92.9436)	44.8278	-92.9436	MN	US	domestic	N/A
1563	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8747434	70	70	2	(40.015 -105.27); (39.9936 -105.0892)	40.015	-105.27	CO	US	domestic	N/A
1564	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8747450	70	70	2	(37.4636 -122.4275); (37.5203 -122.2747)	37.4636	-122.4275	CA	US	domestic	N/A
1565	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8747597	70	70	2	(37.4419 -122.1419); (37.3394 -121.8939)	37.4419	-122.1419	CA	US	domestic	N/A
1566	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8748558	70	70	2	(41.3158 -72.3294); (41.5172 -72.7125)	41.3158	-72.3294	CT	US	domestic	N/A
1567	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8750396	70	70	1	(29.6514 -82.325)	29.6514	-82.325	FL	US	domestic	N/A
1568	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8750568	70	70	1	(40.1672 -105.1014)	40.1672	-105.1014	CO	US	domestic	N/A
1569	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8750953	70	70	1	(37.8044 -122.2697)	37.8044	-122.2697	CA	US	domestic	N/A
1570	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8750953	70	70	1	(40.7142 -74.0064)	40.7142	-74.0064	NY	US	domestic	4115.539814542971
1571	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8750953	70	70	1	(47.6064 -122.3308)	47.6064	-122.3308	WA	US	domestic	1089.9440061632447
1572	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8750954	70	70	1	(37.8044 -122.2697)	37.8044	-122.2697	CA	US	domestic	N/A
1573	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8750954	70	70	1	(37.5264 -120.7958)	37.5264	-120.7958	CA	US	domestic	133.3645733978146
1574	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8750978	70	70	1	(40.015 -105.27)	40.015	-105.27	CO	US	domestic	N/A
1575	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8752264	70	70	18	(40.3978 -105.0744); (40.0992 -104.9367); (40.015 -105.27); (39.9936 -105.0897); (40.015 -105.27); (40.1672 -105.1014); (40.3978 -105.0744); (40.1672 -105.1014); (40.015 -105.27); (39.9206 -105.0861); (40.1672 -105.1014); (40.3369 -104.9117); (39.9206 -105.0861); (40.0992 -104.9367); (39.7556 -105.2206); (40.015 -105.27); (39.9936 -105.0892); (40.1672 -105.1014)	40.0992	-104.9367	CO	US	domestic	N/A
1576	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8752264	70	70	1	(37.2872 -121.9489)	37.2872	-121.9489	CA	US	domestic	1506.6948915023668
1577	002f8715-7e27-c7f5-7190-8d2968cf7dc5	covidien	8752748	70	70	2	(41.3325 -73.2078); (41.2428 -73.2011)	41.3325	-73.2078	CT	US	domestic	N/A
